posting_tech_stack_one,job_category_kor_one,require_experience_single_year,exp_min,exp_max,require_experience_role,require_experience_band_kr,posting_start_month_key,posting_start_date_key,posting_count_s,posting_share_s
Cisco,기술지원,5,3,9,대리,3-5년,2025-09,2025-09-01,1,0.5
DjangoRESTframework,서버/백엔드 개발자,4,2,5,대리,3-5년,2025-09,2025-09-08,1,1
MATLAB,SW/솔루션,9,7,18,과장,5-10년,2025-09,2025-09-08,2,2
FFMPEG,SW/솔루션,5,3,20,대리,3-5년,2025-09,2025-09-09,1,0.5
Python,SW/솔루션,5,3,20,대리,3-5년,2025-08,2025-08-14,1,0.25
Kotlin,iOS 개발자,16,15,20,부장,10년+,2025-08,2025-08-18,1,0.5
Embedded,SW/솔루션,11,10,15,과장,10년+,2025-08,2025-08-18,1,1
Redis,서버/백엔드 개발자,6,4,10,대리,5-10년,2025-08,2025-08-18,1,0.5
iOS,SW/솔루션,0,0,0,신입,신입,2025-08,2025-08-18,1,0.5
Node.js,서버/백엔드 개발자,3,1,10,사원,1-3년,2025-08,2025-08-22,1,1
SW,SW/솔루션,9,7,10,과장,5-10년,2025-08,2025-08-30,1,1
Linux,HW/임베디드,5,3,10,대리,3-5년,2025-08,2025-08-25,1,0.5
RxJS,프론트엔드 개발자,3,1,8,사원,1-3년,2025-08,2025-08-28,1,1
OpenGL,인공지능/머신러닝,7,5,20,과장,5-10년,2025-08,2025-08-30,1,1
TailwindCSS,프론트엔드 개발자,4,3,5,대리,3-5년,2025-08,2025-08-31,1,1
CSS3,SW/솔루션,10,9,11,과장,5-10년,2025-09,2025-09-01,2,2
MongoDB,SW/솔루션,4,3,5,대리,3-5년,2025-09,2025-09-01,2,2
Node.js,인공지능/머신러닝,0,0,0,신입,신입,2025-08,2025-08-29,1,1
Node.js,DevOps/시스템 엔지니어,4,3,5,대리,3-5년,2025-09,2025-09-02,1,1
AndroidOS,QA 엔지니어,9,8,9,과장,5-10년,2025-09,2025-09-02,1,1
SpringBoot,서버/백엔드 개발자,6,5,7,대리,5-10년,2025-09,2025-09-04,1,1
C++,인공지능/머신러닝,4,2,10,대리,3-5년,2025-09,2025-09-02,2,2
VR,HW/임베디드,0,0,0,신입,신입,2025-09,2025-09-03,1,0.3333333333333333
Slack,SW/솔루션,7,6,10,과장,5-10년,2025-09,2025-09-04,1,0.5
TensorFlow,SW/솔루션,3,1,10,사원,1-3년,2025-09,2025-09-03,1,0.5
HTML5,웹퍼블리셔,4,2,5,대리,3-5년,2025-09,2025-09-03,1,1
AmazonAurora,빅데이터 엔지니어,5,3,10,대리,3-5년,2025-09,2025-09-04,1,1
Linux,서버/백엔드 개발자,4,3,7,대리,3-5년,2025-09,2025-09-09,1,0.5
GraphQL,빅데이터 엔지니어,5,3,15,대리,3-5년,2025-09,2025-09-08,1,1
SecureCRT,정보보안 담당자,0,0,0,신입,신입,2025-08,2025-08-15,1,1
Python,SW/솔루션,0,0,0,신입,신입,2025-08,2025-08-28,1,0.5
MicrosoftAzure,DevOps/시스템 엔지니어,5,3,15,대리,3-5년,2025-08,2025-08-19,1,1
TypeScript,프론트엔드 개발자,6,5,10,대리,5-10년,2025-08,2025-08-11,1,1
React,기술지원,4,2,10,대리,3-5년,2025-08,2025-08-11,1,1
Python,DevOps/시스템 엔지니어,3,1,10,사원,1-3년,2025-08,2025-08-12,1,1
WPF,SW/솔루션,0,0,0,신입,신입,2025-08,2025-08-13,1,0.5
FastAPI,서버/백엔드 개발자,4,3,5,대리,3-5년,2025-08,2025-08-18,1,1
Django,서버/백엔드 개발자,4,3,7,대리,3-5년,2025-08,2025-08-19,1,1
TypeScript,DevOps/시스템 엔지니어,4,2,5,대리,3-5년,2025-08,2025-08-19,1,1
Cisco,정보보안 담당자,9,7,10,과장,5-10년,2025-08,2025-08-22,1,0.3333333333333333
Python,서버/백엔드 개발자,4,3,7,대리,3-5년,2025-08,2025-08-20,1,1
JavaScript,기술지원,4,3,5,대리,3-5년,2025-08,2025-08-20,1,1
C++,SW/솔루션,12,10,20,과장,10년+,2025-08,2025-08-25,1,0.5
Flutter,HW/임베디드,5,3,20,대리,3-5년,2025-08,2025-08-24,1,1
Linux,DevOps/시스템 엔지니어,7,6,10,과장,5-10년,2025-08,2025-08-24,1,1
Django,프론트엔드 개발자,5,3,20,대리,3-5년,2025-08,2025-08-24,1,1
Webpack,프론트엔드 개발자,5,3,10,대리,3-5년,2025-08,2025-08-30,1,1
JavaScript,프론트엔드 개발자,12,11,15,과장,10년+,2025-09,2025-09-01,1,1
AmazonRedshift,빅데이터 엔지니어,6,5,7,대리,5-10년,2025-08,2025-08-31,1,1
TypeScript,프론트엔드 개발자,5,3,6,대리,3-5년,2025-08,2025-08-31,1,1
MicrosoftTeams,기술지원,7,5,15,과장,5-10년,2025-09,2025-09-06,1,1
Dart,크로스플랫폼 앱개발자,5,3,10,대리,3-5년,2025-09,2025-09-01,1,0.3333333333333333
React,프론트엔드 개발자,6,5,7,대리,5-10년,2025-09,2025-09-01,1,1
AWS,서버/백엔드 개발자,6,4,15,대리,5-10년,2025-09,2025-09-02,2,2
WPF,SW/솔루션,2,1,5,사원,1-3년,2025-09,2025-09-04,1,0.5
EmbeddedLinux,HW/임베디드,6,5,7,대리,5-10년,2025-09,2025-09-03,1,0.25
C++,SW/솔루션,9,8,10,과장,5-10년,2025-09,2025-09-04,1,1
ARM,블록체인,6,5,9,대리,5-10년,2025-09,2025-09-08,1,0.5
SQL,HW/임베디드,16,15,20,부장,10년+,2025-09,2025-09-06,1,1
Java,SW/솔루션,3,2,4,사원,1-3년,2025-09,2025-09-09,1,0.3333333333333333
C,HW/임베디드,9,8,10,과장,5-10년,2025-08,2025-08-14,1,1
TypeScript,서버/백엔드 개발자,5,3,10,대리,3-5년,2025-08,2025-08-16,1,1
C,서버/백엔드 개발자,7,5,15,과장,5-10년,2025-08,2025-08-14,1,1
Next.js,웹 풀스택 개발자,3,1,10,사원,1-3년,2025-08,2025-08-19,1,0.3333333333333333
React,프론트엔드 개발자,4,2,10,대리,3-5년,2025-08,2025-08-19,1,1
HW,HW/임베디드,7,5,8,과장,5-10년,2025-08,2025-08-20,1,1
Python,인공지능/머신러닝,5,3,10,대리,3-5년,2025-08,2025-08-22,2,2
Next.js,서버/백엔드 개발자,4,3,5,대리,3-5년,2025-08,2025-08-25,1,0.5
VisualC++,SW/솔루션,11,10,14,과장,10년+,2025-08,2025-08-22,1,1
Python,빅데이터 엔지니어,2,1,5,사원,1-3년,2025-08,2025-08-26,1,1
JavaScript,프론트엔드 개발자,7,5,15,과장,5-10년,2025-08,2025-08-26,1,0.3333333333333333
Ccnp,DevOps/시스템 엔지니어,0,0,0,신입,신입,2025-08,2025-08-26,1,1
RESTAPI,프론트엔드 개발자,5,3,10,대리,3-5년,2025-09,2025-09-01,1,0.3333333333333333
jQuery,서버/백엔드 개발자,7,5,20,과장,5-10년,2025-09,2025-09-01,1,1
Python,빅데이터 엔지니어,11,10,12,과장,10년+,2025-08,2025-08-31,1,1
OpenCV,인공지능/머신러닝,3,1,4,사원,1-3년,2025-08,2025-08-29,1,0.25
Qt,SW/솔루션,0,0,0,신입,신입,2025-09,2025-09-03,1,1
Pads,HW/임베디드,0,0,0,신입,신입,2025-09,2025-09-03,2,2
AndroidOS,크로스플랫폼 앱개발자,5,3,10,대리,3-5년,2025-09,2025-09-01,1,0.3333333333333333
SW,HW/임베디드,12,11,15,과장,10년+,2025-09,2025-09-03,1,1
EmbeddedLinux,HW/임베디드,2,1,5,사원,1-3년,2025-09,2025-09-03,1,1
.NET,SW/솔루션,2,1,5,사원,1-3년,2025-09,2025-09-04,1,0.5
Spring,서버/백엔드 개발자,3,2,6,사원,1-3년,2025-09,2025-09-03,1,0.3333333333333333
CSS3,웹퍼블리셔,8,6,9,과장,5-10년,2025-09,2025-09-03,1,1
Mfc,HW/임베디드,11,10,14,과장,10년+,2025-09,2025-09-06,1,1
C++,HW/임베디드,11,10,14,과장,10년+,2025-09,2025-09-06,1,1
OpenCV,인공지능/머신러닝,7,5,15,과장,5-10년,2025-09,2025-09-09,1,1
MySQL,서버/백엔드 개발자,12,10,20,과장,10년+,2025-09,2025-09-06,1,0.5
QueryDSL,서버/백엔드 개발자,7,5,15,과장,5-10년,2025-09,2025-09-08,1,1
SQL,SW/솔루션,4,2,5,대리,3-5년,2025-08,2025-08-13,1,1
Python,SW/솔루션,8,6,20,과장,5-10년,2025-08,2025-08-17,1,1
Analog,HW/임베디드,11,10,15,과장,10년+,2025-08,2025-08-13,1,1
.NET,SW/솔루션,0,0,0,신입,신입,2025-08,2025-08-13,1,0.5
PHP,서버/백엔드 개발자,7,6,10,과장,5-10년,2025-08,2025-08-14,1,1
Pads,HW/임베디드,4,3,5,대리,3-5년,2025-08,2025-08-18,1,1
AndroidOS,크로스플랫폼 앱개발자,5,3,10,대리,3-5년,2025-08,2025-08-20,1,0.3333333333333333
MicrosoftExcel,개발 PM,5,3,10,대리,3-5년,2025-08,2025-08-20,1,0.5
AI/인공지능,인공지능/머신러닝,6,5,7,대리,5-10년,2025-08,2025-08-19,1,1
OpenCV,인공지능/머신러닝,5,3,10,대리,3-5년,2025-08,2025-08-22,1,1
Kubernetes,블록체인,7,6,10,과장,5-10년,2025-08,2025-08-22,1,0.5
MySQL,서버/백엔드 개발자,4,2,10,대리,3-5년,2025-08,2025-08-22,1,1
GitHub,프론트엔드 개발자,4,2,10,대리,3-5년,2025-08,2025-08-22,1,1
Grafana,서버/백엔드 개발자,4,2,10,대리,3-5년,2025-08,2025-08-22,1,1
Spring,SW/솔루션,7,5,15,과장,5-10년,2025-08,2025-08-22,1,1
TypeScript,크로스플랫폼 앱개발자,3,2,3,사원,1-3년,2025-09,2025-09-01,1,1
C#,SW/솔루션,4,2,18,대리,3-5년,2025-08,2025-08-25,2,2
Keras,인공지능/머신러닝,0,0,0,신입,신입,2025-08,2025-08-26,1,1
AWS,서버/백엔드 개발자,4,2,5,대리,3-5년,2025-08,2025-08-26,1,1
React,프론트엔드 개발자,6,5,10,대리,5-10년,2025-08,2025-08-27,1,1
Transformers,인공지능/머신러닝,7,5,12,과장,5-10년,2025-08,2025-08-27,1,1
iOS,iOS 개발자,7,5,15,과장,5-10년,2025-08,2025-08-27,1,0.5
PHP,프론트엔드 개발자,14,13,15,차장,10년+,2025-08,2025-08-28,1,1
Git,인공지능/머신러닝,7,5,20,과장,5-10년,2025-08,2025-08-30,1,1
Node.js,서버/백엔드 개발자,4,2,5,대리,3-5년,2025-09,2025-09-01,1,1
Python,서버/백엔드 개발자,9,8,12,과장,5-10년,2025-09,2025-09-01,1,0.5
three.js,프론트엔드 개발자,14,13,15,차장,10년+,2025-09,2025-09-01,1,1
PyTorch,SW/솔루션,6,5,10,대리,5-10년,2025-08,2025-08-30,1,0.5
C++,인공지능/머신러닝,9,7,10,과장,5-10년,2025-08,2025-08-30,1,1
XML,SW/솔루션,7,6,8,과장,5-10년,2025-09,2025-09-01,1,1
Docker,인공지능/머신러닝,5,3,10,대리,3-5년,2025-08,2025-08-29,1,1
Java,서버/백엔드 개발자,4,3,5,대리,3-5년,2025-09,2025-09-01,1,1
Spring,DevOps/시스템 엔지니어,4,3,5,대리,3-5년,2025-09,2025-09-01,1,1
Jenkins,프론트엔드 개발자,5,3,15,대리,3-5년,2025-09,2025-09-01,1,1
Windows,SW/솔루션,3,2,7,사원,1-3년,2025-09,2025-09-03,1,1
Python,SW/솔루션,3,1,7,사원,1-3년,2025-09,2025-09-04,1,1
Redis,SW/솔루션,7,5,20,과장,5-10년,2025-09,2025-09-09,1,1
Git,SW/솔루션,4,3,5,대리,3-5년,2025-09,2025-09-07,1,0.3333333333333333
C++,SW/솔루션,3,1,4,사원,1-3년,2025-09,2025-09-06,1,1
JavaScript,프론트엔드 개발자,6,5,10,대리,5-10년,2025-09,2025-09-05,1,1
Git,기술지원,7,5,12,과장,5-10년,2025-09,2025-09-08,1,0.5
Datadog,DevOps/시스템 엔지니어,11,10,12,과장,10년+,2025-09,2025-09-08,1,1
ELK,서버/백엔드 개발자,9,7,15,과장,5-10년,2025-09,2025-09-08,1,1
Linux,SW/솔루션,9,8,12,과장,5-10년,2025-08,2025-08-13,1,1
Next.js,프론트엔드 개발자,6,4,10,대리,5-10년,2025-08,2025-08-14,1,1
C#,SW/솔루션,0,0,0,신입,신입,2025-08,2025-08-14,1,1
Vue.js,프론트엔드 개발자,5,3,10,대리,3-5년,2025-08,2025-08-19,1,1
Vue.js,SW/솔루션,2,1,5,사원,1-3년,2025-08,2025-08-20,1,0.5
jQuery,기술지원,12,10,13,과장,10년+,2025-08,2025-08-20,1,1
TypeScript,블록체인,7,6,10,과장,5-10년,2025-08,2025-08-22,1,0.5
CreateReactNativeApp,프론트엔드 개발자,4,3,5,대리,3-5년,2025-08,2025-08-21,1,1
Node.js,iOS 개발자,7,5,15,과장,5-10년,2025-08,2025-08-24,1,0.5
Embedded,HW/임베디드,5,3,10,대리,3-5년,2025-08,2025-08-25,1,0.5
JavaScript,인공지능/머신러닝,2,1,3,사원,1-3년,2025-08,2025-08-27,1,1
AndroidOS,SW/솔루션,9,7,10,과장,5-10년,2025-08,2025-08-27,1,1
SpringBoot,SW/솔루션,6,4,10,대리,5-10년,2025-08,2025-08-29,1,1
SpringDataJPA,SW/솔루션,6,4,10,대리,5-10년,2025-08,2025-08-29,1,1
Slack,서버/백엔드 개발자,6,4,10,대리,5-10년,2025-08,2025-08-30,1,1
Oracle,서버/백엔드 개발자,14,13,15,차장,10년+,2025-09,2025-09-01,1,0.5
TypeScript,프론트엔드 개발자,5,4,6,대리,3-5년,2025-08,2025-08-29,1,1
DB,서버/백엔드 개발자,6,5,10,대리,5-10년,2025-09,2025-09-01,1,1
Java,서버/백엔드 개발자,11,10,14,과장,10년+,2025-09,2025-09-02,1,1
Jira,빅데이터 엔지니어,6,5,7,대리,5-10년,2025-08,2025-08-31,1,1
Notion,프론트엔드 개발자,5,3,6,대리,3-5년,2025-08,2025-08-31,1,1
Switch,DevOps/시스템 엔지니어,5,3,10,대리,3-5년,2025-09,2025-09-01,1,0.5
MQTT,서버/백엔드 개발자,5,3,15,대리,3-5년,2025-09,2025-09-02,1,1
SMPS,HW/임베디드,7,6,10,과장,5-10년,2025-09,2025-09-02,1,1
HW,HW/임베디드,2,1,5,사원,1-3년,2025-09,2025-09-03,1,1
ARM,HW/임베디드,0,0,0,신입,신입,2025-09,2025-09-03,1,1
AngularJS,프론트엔드 개발자,11,10,15,과장,10년+,2025-09,2025-09-07,1,1
RDB,서버/백엔드 개발자,7,6,10,과장,5-10년,2025-09,2025-09-06,1,1
DB,서버/백엔드 개발자,4,3,5,대리,3-5년,2025-09,2025-09-05,1,1
Java,서버/백엔드 개발자,5,3,15,대리,3-5년,2025-09,2025-09-09,1,1
C++,서버/백엔드 개발자,8,6,12,과장,5-10년,2025-09,2025-09-09,1,1
HW,HW/임베디드,12,11,15,과장,10년+,2025-08,2025-08-14,1,1
TypeScript,프론트엔드 개발자,6,5,10,대리,5-10년,2025-08,2025-08-13,2,1.5
Notion,프론트엔드 개발자,6,5,10,대리,5-10년,2025-08,2025-08-11,1,1
C,SW/솔루션,6,4,15,대리,5-10년,2025-08,2025-08-11,1,1
MariaDB,서버/백엔드 개발자,7,5,20,과장,5-10년,2025-08,2025-08-12,1,1
MachineLearning,인공지능/머신러닝,7,5,20,과장,5-10년,2025-08,2025-08-12,1,0.25
Docker,프론트엔드 개발자,7,6,10,과장,5-10년,2025-08,2025-08-13,1,1
JavaScript,프론트엔드 개발자,4,3,5,대리,3-5년,2025-08,2025-08-13,1,1
Django,SW/솔루션,5,3,13,대리,3-5년,2025-08,2025-08-16,1,0.3333333333333333
C#,SW/솔루션,3,1,7,사원,1-3년,2025-08,2025-08-14,1,1
Qt,SW/솔루션,0,0,0,신입,신입,2025-08,2025-08-14,1,1
TCP/IP,SW/솔루션,2,1,5,사원,1-3년,2025-08,2025-08-16,1,1
SpringBoot,DevOps/시스템 엔지니어,4,3,5,대리,3-5년,2025-08,2025-08-19,1,1
AWS,서버/백엔드 개발자,4,3,7,대리,3-5년,2025-08,2025-08-20,1,1
DeepLearning,SW/솔루션,12,10,20,과장,10년+,2025-08,2025-08-25,1,0.5
Linux,SW/솔루션,0,0,0,신입,신입,2025-08,2025-08-22,1,0.2
SW,DevOps/시스템 엔지니어,6,5,10,대리,5-10년,2025-08,2025-08-22,1,1
PostgreSQL,인공지능/머신러닝,5,3,10,대리,3-5년,2025-08,2025-08-22,1,1
ApacheTomcat,DevOps/시스템 엔지니어,2,1,5,사원,1-3년,2025-08,2025-08-25,1,1
Java,서버/백엔드 개발자,4,2,10,대리,3-5년,2025-08,2025-08-26,1,1
CUDA,인공지능/머신러닝,7,5,12,과장,5-10년,2025-08,2025-08-27,1,1
Swift,iOS 개발자,2,1,5,사원,1-3년,2025-08,2025-08-27,1,0.5
ApacheJMeter,SW/솔루션,5,3,20,대리,3-5년,2025-08,2025-08-30,1,0.5
Oracle,서버/백엔드 개발자,4,3,7,대리,3-5년,2025-09,2025-09-01,1,0.5
Flutter,프론트엔드 개발자,5,3,10,대리,3-5년,2025-09,2025-09-01,1,0.3333333333333333
EmbeddedLinux,HW/임베디드,4,3,5,대리,3-5년,2025-08,2025-08-30,1,1
Windows,정보보안 담당자,9,7,15,과장,5-10년,2025-09,2025-09-01,1,0.5
SW,기술지원,6,5,10,대리,5-10년,2025-09,2025-09-01,1,0.5
WindowsServer,기술지원,5,3,20,대리,3-5년,2025-09,2025-09-01,1,1
Kotlin,안드로이드 개발자,4,2,10,대리,3-5년,2025-09,2025-09-02,1,1
Slim,블록체인,4,3,5,대리,3-5년,2025-09,2025-09-02,1,0.5
Protobuf,DevOps/시스템 엔지니어,2,1,5,사원,1-3년,2025-09,2025-09-03,1,1
TCP/IP,DevOps/시스템 엔지니어,2,1,5,사원,1-3년,2025-09,2025-09-03,1,1
Python,SW/솔루션,2,1,2,사원,1-3년,2025-09,2025-09-04,1,1
C++,HW/임베디드,11,10,15,과장,10년+,2025-09,2025-09-04,1,1
NestJS,서버/백엔드 개발자,5,3,10,대리,3-5년,2025-09,2025-09-08,1,0.5
Spring,SW/솔루션,8,6,12,과장,5-10년,2025-09,2025-09-05,1,1
SQL,SW/솔루션,7,5,8,과장,5-10년,2025-09,2025-09-06,1,1
HW,SW/솔루션,10,8,11,과장,5-10년,2025-09,2025-09-05,1,0.3333333333333333
EmbeddedLinux,HW/임베디드,5,3,15,대리,3-5년,2025-09,2025-09-06,1,1
GCP,서버/백엔드 개발자,6,5,10,대리,5-10년,2025-09,2025-09-06,1,1
AWS,정보보안 담당자,4,2,10,대리,3-5년,2025-08,2025-08-27,1,1
GitLab,기술지원,8,7,9,과장,5-10년,2025-08,2025-08-12,1,1
C,SW/솔루션,5,3,12,대리,3-5년,2025-08,2025-08-13,1,1
Docker,웹 풀스택 개발자,11,10,15,과장,10년+,2025-08,2025-08-15,1,0.5
AI/인공지능,인공지능/머신러닝,9,8,12,과장,5-10년,2025-08,2025-08-15,1,0.5
Python,SW/솔루션,3,1,7,사원,1-3년,2025-08,2025-08-16,1,1
Ubuntu,서버/백엔드 개발자,5,3,10,대리,3-5년,2025-08,2025-08-16,1,1
AWSIoTDeviceManagement,기술지원,0,0,0,신입,신입,2025-08,2025-08-15,1,1
C++,SW/솔루션,5,3,10,대리,3-5년,2025-08,2025-08-16,1,1
Java,DevOps/시스템 엔지니어,7,5,12,과장,5-10년,2025-08,2025-08-18,1,1
Django,서버/백엔드 개발자,7,5,15,과장,5-10년,2025-08,2025-08-19,1,0.5
Git,프론트엔드 개발자,5,3,20,대리,3-5년,2025-08,2025-08-24,1,1
vmware,DevOps/시스템 엔지니어,3,1,18,사원,1-3년,2025-08,2025-08-25,1,1
React.jsBoilerplate,서버/백엔드 개발자,6,5,7,대리,5-10년,2025-08,2025-08-26,2,2
NGINX,서버/백엔드 개발자,4,2,5,대리,3-5년,2025-08,2025-08-26,1,1
JavaScript,SW/솔루션,0,0,0,신입,신입,2025-08,2025-08-27,3,3
C++,iOS 개발자,2,1,5,사원,1-3년,2025-08,2025-08-27,1,0.5
Infra,기술지원,6,5,10,대리,5-10년,2025-08,2025-08-29,1,1
React,프론트엔드 개발자,6,5,10,대리,5-10년,2025-08,2025-08-31,1,1
RESTAPI,서버/백엔드 개발자,9,8,10,과장,5-10년,2025-08,2025-08-31,2,2
EmbeddedLinux,SW/솔루션,4,2,10,대리,3-5년,2025-08,2025-08-31,2,0.6666666666666666
Vb.net,SW/솔루션,0,0,0,신입,신입,2025-08,2025-08-31,1,1
Pandas,빅데이터 엔지니어,7,6,8,과장,5-10년,2025-08,2025-08-31,1,1
FW,HW/임베디드,0,0,0,신입,신입,2025-09,2025-09-07,1,1
Windows,SW/솔루션,5,3,20,대리,3-5년,2025-09,2025-09-01,1,0.5
CSS3,DevOps/시스템 엔지니어,7,6,8,과장,5-10년,2025-09,2025-09-01,2,1.5
Java,SW/솔루션,9,7,10,과장,5-10년,2025-09,2025-09-02,1,1
Linux,DevOps/시스템 엔지니어,2,1,5,사원,1-3년,2025-09,2025-09-03,1,1
CSS3,웹퍼블리셔,4,2,5,대리,3-5년,2025-09,2025-09-03,1,1
RTOS,인공지능/머신러닝,6,5,10,대리,5-10년,2025-09,2025-09-05,1,1
MES,SW/솔루션,11,9,12,과장,10년+,2025-09,2025-09-06,1,1
GitHub,인공지능/머신러닝,11,10,15,과장,10년+,2025-09,2025-09-06,1,1
HALCON,SW/솔루션,7,6,10,과장,5-10년,2025-09,2025-09-09,1,1
C#,SW/솔루션,3,2,4,사원,1-3년,2025-09,2025-09-08,1,1
PyTorch,SW/솔루션,5,3,20,대리,3-5년,2025-09,2025-09-09,1,0.5
.NET,SW/솔루션,6,4,15,대리,5-10년,2025-08,2025-08-11,1,1
VHDL,HW/임베디드,4,2,15,대리,3-5년,2025-08,2025-08-11,1,1
GitHub,HW/임베디드,0,0,0,신입,신입,2025-08,2025-08-15,1,1
Jira,SW/솔루션,4,3,5,대리,3-5년,2025-08,2025-08-18,1,1
SW,SW/솔루션,8,6,9,과장,5-10년,2025-08,2025-08-18,1,1
MongoDB,서버/백엔드 개발자,5,3,15,대리,3-5년,2025-08,2025-08-14,1,1
C++,SW/솔루션,0,0,0,신입,신입,2025-08,2025-08-18,1,0.5
JavaScript,프론트엔드 개발자,8,6,9,과장,5-10년,2025-08,2025-08-18,1,1
C,블록체인,4,2,10,대리,3-5년,2025-08,2025-08-20,1,0.5
macOS,DevOps/시스템 엔지니어,3,1,10,사원,1-3년,2025-08,2025-08-20,1,1
C++,SW/솔루션,0,0,0,신입,신입,2025-08,2025-08-24,1,0.25
Python,서버/백엔드 개발자,5,3,10,대리,3-5년,2025-08,2025-08-22,1,1
Zeplin,웹퍼블리셔,4,2,5,대리,3-5년,2025-09,2025-09-01,1,1
Linux,인공지능/머신러닝,3,1,10,사원,1-3년,2025-08,2025-08-25,1,1
Embedded,HW/임베디드,13,11,20,차장,10년+,2025-08,2025-08-26,1,1
C++,SW/솔루션,0,0,0,신입,신입,2025-08,2025-08-28,1,0.5
MCU,HW/임베디드,6,4,15,대리,5-10년,2025-09,2025-09-01,1,1
AmazonQuicksight,빅데이터 엔지니어,8,7,9,과장,5-10년,2025-08,2025-08-31,1,1
HTML5,프론트엔드 개발자,7,6,8,과장,5-10년,2025-09,2025-09-01,2,2
L4,기술지원,5,3,6,대리,3-5년,2025-09,2025-09-01,1,0.5
AI/인공지능,HW/임베디드,2,1,5,사원,1-3년,2025-09,2025-09-03,1,0.3333333333333333
ISMS,정보보안 담당자,7,6,10,과장,5-10년,2025-09,2025-09-04,1,1
GoLand,서버/백엔드 개발자,4,2,10,대리,3-5년,2025-09,2025-09-04,1,0.5
Embedded,SW/솔루션,6,5,10,대리,5-10년,2025-08,2025-08-22,2,2
AWS,웹 풀스택 개발자,6,5,9,대리,5-10년,2025-09,2025-09-04,1,0.5
GCP,서버/백엔드 개발자,9,7,20,과장,5-10년,2025-09,2025-09-07,1,0.3333333333333333
EmbeddedLinux,블록체인,11,10,14,과장,10년+,2025-09,2025-09-08,1,0.5
ERP,SW/솔루션,6,4,12,대리,5-10년,2025-09,2025-09-08,1,0.3333333333333333
Python,빅데이터 엔지니어,7,5,20,과장,5-10년,2025-09,2025-09-08,1,1
GitHub,서버/백엔드 개발자,3,2,6,사원,1-3년,2025-08,2025-08-11,1,1
GCP,빅데이터 엔지니어,7,5,20,과장,5-10년,2025-08,2025-08-12,1,1
OpenStack,DevOps/시스템 엔지니어,7,5,18,과장,5-10년,2025-08,2025-08-14,1,0.5
Git,SW/솔루션,5,3,12,대리,3-5년,2025-08,2025-08-15,1,0.5
SQL,DBA,11,10,14,과장,10년+,2025-08,2025-08-18,1,1
DeepLearning,SW/솔루션,0,0,0,신입,신입,2025-08,2025-08-16,1,0.5
Kubernetes,서버/백엔드 개발자,4,3,5,대리,3-5년,2025-08,2025-08-18,1,1
MySQL,서버/백엔드 개발자,6,5,10,대리,5-10년,2025-08,2025-08-19,1,1
Python,HW/임베디드,6,5,10,대리,5-10년,2025-08,2025-08-19,1,1
PyTorch,빅데이터 엔지니어,5,3,20,대리,3-5년,2025-08,2025-08-19,1,1
AZURE,인공지능/머신러닝,5,4,5,대리,3-5년,2025-08,2025-08-22,1,1
RxJS,프론트엔드 개발자,4,2,15,대리,3-5년,2025-08,2025-08-21,1,1
C++,SW/솔루션,5,3,10,대리,3-5년,2025-08,2025-08-25,1,1
RESTAPI,SW/솔루션,6,5,9,대리,5-10년,2025-08,2025-08-22,1,1
DB,DBA,7,5,15,과장,5-10년,2025-08,2025-08-23,1,1
ASIC,HW/임베디드,7,5,20,과장,5-10년,2025-09,2025-09-01,2,2
MySQL,서버/백엔드 개발자,4,2,5,대리,3-5년,2025-08,2025-08-26,1,1
Python,인공지능/머신러닝,5,3,10,대리,3-5년,2025-08,2025-08-27,1,1
Node.js,웹 풀스택 개발자,11,10,12,과장,10년+,2025-08,2025-08-31,1,0.25
Java,서버/백엔드 개발자,5,3,6,대리,3-5년,2025-08,2025-08-31,1,1
SecureCRT,정보보안 담당자,9,7,15,과장,5-10년,2025-09,2025-09-01,1,0.5
TCP/IP,HW/임베디드,5,3,20,대리,3-5년,2025-09,2025-09-04,1,1
HW,HW/임베디드,12,11,15,과장,10년+,2025-09,2025-09-03,1,1
Embedded,HW/임베디드,2,1,5,사원,1-3년,2025-09,2025-09-03,2,1.3333333333333333
MATLAB,SW/솔루션,0,0,0,신입,신입,2025-09,2025-09-03,1,0.25
Oracle,DevOps/시스템 엔지니어,6,5,7,대리,5-10년,2025-09,2025-09-04,1,0.5
Linux,정보보안 담당자,0,0,0,신입,신입,2025-09,2025-09-04,1,0.25
vmware,정보보안 담당자,0,0,0,신입,신입,2025-09,2025-09-04,1,0.25
AI/인공지능,인공지능/머신러닝,0,0,0,신입,신입,2025-09,2025-09-07,1,0.25
QueryDSL,기술지원,7,5,12,과장,5-10년,2025-09,2025-09-08,1,0.5
C++,SW/솔루션,2,1,5,사원,1-3년,2025-09,2025-09-08,1,1
Datadog,DevOps/시스템 엔지니어,14,13,15,차장,10년+,2025-09,2025-09-08,1,1
Git,서버/백엔드 개발자,7,5,15,과장,5-10년,2025-09,2025-09-08,1,1
FW,HW/임베디드,12,11,15,과장,10년+,2025-08,2025-08-14,2,2
React,서버/백엔드 개발자,0,0,0,신입,신입,2025-08,2025-08-15,1,1
