company_name,salary_avg,salary_min,salary_max,salary_yoy_change,salary_info_reliability,salary_2022_avg,salary_2022_min,salary_2022_max,salary_2023_avg,salary_2023_min,salary_2023_max,salary_2024_avg,salary_2024_min,salary_2024_max,salary_2022_avg_industry,salary_2023_avg_industry,salary_2024_avg_industry,starting_salary_bachelors_avg,starting_salary_bachelors_yoy_change,starting_salary_bachelors_2022_avg,starting_salary_bachelors_2023_avg,starting_salary_bachelors_2024_avg,starting_salary_bachelors_estimated_monthly_takehome,salary_staff_high_school_avg,salary_staff_high_school_min,salary_staff_high_school_max,salary_staff_associates_avg,salary_staff_associates_min,salary_staff_associates_max,salary_staff_bachelors_avg,salary_staff_bachelors_min,salary_staff_bachelors_max,salary_junior_mgr_avg,salary_junior_mgr_min,salary_junior_mgr_max,salary_deputy_mgr_avg,salary_deputy_mgr_min,salary_deputy_mgr_max,salary_section_chief_avg,salary_section_chief_min,salary_section_chief_max,salary_deputy_section_chief_avg,salary_deputy_section_chief_min,salary_deputy_section_chief_max,salary_department_head_avg,salary_department_head_min,salary_department_head_max,salary_by_age_2022_json,salary_by_age_2023_json,salary_by_age_2024_json,company_salary_url_saramin,saramin_company_salary_collection_time
서울거래(주),7200,3626,8464,19.92,낮음,6787,3498,7805,6004,3231,7580,7200,3626,8464,4893,5140,5292,4257,8.76,4119,3914,4257,2990880,3897,3694,4100,4118,3897,4340,4384,4074,4693,4985,4682,5288,5727,5285,6169,6584,6171,6997,7671,7049,8294,9029,8361,9697,"{''20'': 3589, ''21'': 3589, ''22'': 3837, ''23'': 3854, ''24'': 3947, ''25'': 4101, ''26'': 4184, ''27'': 4363, ''28'': 4534, ''29'': 4696, ''30'': 4867, ''31'': 5045, ''32'': 5217, ''33'': 5392, ''34'': 5559, ''35'': 5730, ''36'': 5899, ''37'': 6091, ''38'': 6305, ''39'': 6540, ''40'': 6785, ''41'': 7029, ''42'': 7278, ''43'': 7506, ''44'': 7753, ''45'': 8045, ''46'': 8309, ''47'': 8553, ''48'': 8812, ''49'': 9098, ''50'': 9357}","{''20'': 3505, ''21'': 3505, ''22'': 3505, ''23'': 3638, ''24'': 3810, ''25'': 3934, ''26'': 4084, ''27'': 4147, ''28'': 4306, ''29'': 4460, ''30'': 4606, ''31'': 4760, ''32'': 4924, ''33'': 5082, ''34'': 5248, ''35'': 5407, ''36'': 5578, ''37'': 5757, ''38'': 5962, ''39'': 6183, ''40'': 6414, ''41'': 6648, ''42'': 6879, ''43'': 7121, ''44'': 7348, ''45'': 7582, ''46'': 7844, ''47'': 8085, ''48'': 8319, ''49'': 8566, ''50'': 8844}","{''20'': 3736, ''21'': 3736, ''22'': 3899, ''23'': 4031, ''24'': 4086, ''25'': 4216, ''26'': 4361, ''27'': 4571, ''28'': 4686, ''29'': 4898, ''30'': 5091, ''31'': 5266, ''32'': 5449, ''33'': 5635, ''34'': 5818, ''35'': 6009, ''36'': 6187, ''37'': 6371, ''38'': 6560, ''39'': 6779, ''40'': 7024, ''41'': 7281, ''42'': 7539, ''43'': 7796, ''44'': 8068, ''45'': 8323, ''46'': 8595, ''47'': 8908, ''48'': 9192, ''49'': 9448, ''50'': 9710}",https://www.saramin.co.kr/zf_user/company-info/view-inner-salary?csn=VWZGOWdCSzFOS29BTTNvaGcwYUlsUT09,2025-09-14 18:40:07.919431+00
(주)이비즈테크,5623,3194,7101,-2.36,낮음,5558,3094,6859,5759,3229,7160,5623,3194,7101,4660,4853,5010,3634,0.03,3576,3635,3634,2594163,3467,3284,3649,3635,3499,3770,3794,3620,3967,4157,3960,4353,4694,4344,5043,5453,5059,5847,6488,5913,7062,7670,7087,8254,"{''20'': 3174, ''21'': 3174, ''22'': 3400, ''23'': 3411, ''24'': 3495, ''25'': 3626, ''26'': 3677, ''27'': 3799, ''28'': 3910, ''29'': 4018, ''30'': 4139, ''31'': 4276, ''32'': 4406, ''33'': 4540, ''34'': 4683, ''35'': 4850, ''36'': 5018, ''37'': 5207, ''38'': 5413, ''39'': 5645, ''40'': 5889, ''41'': 6116, ''42'': 6318, ''43'': 6519, ''44'': 6744, ''45'': 7008, ''46'': 7269, ''47'': 7521, ''48'': 7748, ''49'': 7957, ''50'': 8139}","{''20'': 3373, ''21'': 3373, ''22'': 3373, ''23'': 3527, ''24'': 3584, ''25'': 3643, ''26'': 3781, ''27'': 3845, ''28'': 3986, ''29'': 4113, ''30'': 4229, ''31'': 4360, ''32'': 4508, ''33'': 4653, ''34'': 4801, ''35'': 4956, ''36'': 5132, ''37'': 5311, ''38'': 5511, ''39'': 5726, ''40'': 5972, ''41'': 6235, ''42'': 6476, ''43'': 6687, ''44'': 6896, ''45'': 7131, ''46'': 7403, ''47'': 7668, ''48'': 7923, ''49'': 8150, ''50'': 8365}","{''20'': 3317, ''21'': 3317, ''22'': 3488, ''23'': 3585, ''24'': 3628, ''25'': 3707, ''26'': 3768, ''27'': 3904, ''28'': 3963, ''29'': 4101, ''30'': 4225, ''31'': 4340, ''32'': 4468, ''33'': 4617, ''34'': 4761, ''35'': 4910, ''36'': 5069, ''37'': 5252, ''38'': 5436, ''39'': 5644, ''40'': 5867, ''41'': 6122, ''42'': 6392, ''43'': 6638, ''44'': 6851, ''45'': 7060, ''46'': 7292, ''47'': 7555, ''48'': 7806, ''49'': 8047, ''50'': 8265}",https://www.saramin.co.kr/zf_user/company-info/view-inner-salary?csn=NXI0R3JBK1RPVVhqTDNtZmJaRTJBUT09,2025-09-14 18:41:03.897348+00
(주)에프엘이에스,2475,2165,5039,-6.57,보통,5091,3030,6596,2649,2341,5312,2475,2165,5039,4893,5140,5292,2749,-1.47,3506,2790,2749,2022713,2511,2331,2690,2699,2543,2856,2855,2687,3022,3228,2981,3474,3750,3479,4021,4298,4045,4552,4920,4552,5288,5650,5321,5979,"{''20'': 3108, ''21'': 3108, ''22'': 3255, ''23'': 3309, ''24'': 3368, ''25'': 3501, ''26'': 3581, ''27'': 3719, ''28'': 3846, ''29'': 3969, ''30'': 4097, ''31'': 4222, ''32'': 4350, ''33'': 4495, ''34'': 4635, ''35'': 4777, ''36'': 4918, ''37'': 5076, ''38'': 5240, ''39'': 5420, ''40'': 5630, ''41'': 5899, ''42'': 6210, ''43'': 6476, ''44'': 6689, ''45'': 6922, ''46'': 7140, ''47'': 7336, ''48'': 7498, ''49'': 7655, ''50'': 7821}","{''20'': 2492, ''21'': 2492, ''22'': 2492, ''23'': 2595, ''24'': 2677, ''25'': 2748, ''26'': 2870, ''27'': 2952, ''28'': 3104, ''29'': 3268, ''30'': 3433, ''31'': 3579, ''32'': 3713, ''33'': 3839, ''34'': 3972, ''35'': 4101, ''36'': 4222, ''37'': 4338, ''38'': 4455, ''39'': 4567, ''40'': 4690, ''41'': 4835, ''42'': 5010, ''43'': 5215, ''44'': 5391, ''45'': 5536, ''46'': 5676, ''47'': 5812, ''48'': 5941, ''49'': 6054, ''50'': 6182}","{''20'': 2358, ''21'': 2358, ''22'': 2588, ''23'': 2588, ''24'': 2663, ''25'': 2794, ''26'': 2865, ''27'': 2955, ''28'': 2999, ''29'': 3138, ''30'': 3308, ''31'': 3467, ''32'': 3590, ''33'': 3692, ''34'': 3794, ''35'': 3918, ''36'': 4043, ''37'': 4170, ''38'': 4298, ''39'': 4431, ''40'': 4552, ''41'': 4678, ''42'': 4825, ''43'': 4999, ''44'': 5168, ''45'': 5300, ''46'': 5429, ''47'': 5592, ''48'': 5745, ''49'': 5874, ''50'': 5963}",https://www.saramin.co.kr/zf_user/company-info/view-inner-salary?csn=NXVjNzJUK0lBWGRCQ240eGJqVmNvUT09,2025-09-14 18:41:58.534852+00
더블미디어,4378,2757,6653,2.63,보통,4229,2670,5981,4266,2692,6103,4378,2757,6653,4417,4595,4740,3311,2.16,3221,3241,3311,2389256,3027,2856,3198,3214,3040,3388,3407,3192,3622,3768,3593,3943,4259,3908,4610,5068,4684,5453,5959,5402,6517,7082,6611,7552,"{''20'': 2740, ''21'': 2740, ''22'': 3078, ''23'': 3078, ''24'': 3139, ''25'': 3284, ''26'': 3327, ''27'': 3429, ''28'': 3524, ''29'': 3613, ''30'': 3701, ''31'': 3809, ''32'': 3933, ''33'': 4095, ''34'': 4277, ''35'': 4486, ''36'': 4680, ''37'': 4858, ''38'': 5020, ''39'': 5182, ''40'': 5355, ''41'': 5562, ''42'': 5836, ''43'': 6099, ''44'': 6285, ''45'': 6451, ''46'': 6613, ''47'': 6804, ''48'': 7006, ''49'': 7175, ''50'': 7286}","{''20'': 2892, ''21'': 2892, ''22'': 2892, ''23'': 3007, ''24'': 3134, ''25'': 3243, ''26'': 3385, ''27'': 3432, ''28'': 3544, ''29'': 3650, ''30'': 3750, ''31'': 3844, ''32'': 3961, ''33'': 4091, ''34'': 4261, ''35'': 4452, ''36'': 4666, ''37'': 4865, ''38'': 5047, ''39'': 5209, ''40'': 5372, ''41'': 5550, ''42'': 5765, ''43'': 6048, ''44'': 6320, ''45'': 6512, ''46'': 6681, ''47'': 6841, ''48'': 7026, ''49'': 7217, ''50'': 7374}","{''20'': 2886, ''21'': 2886, ''22'': 3058, ''23'': 3124, ''24'': 3184, ''25'': 3300, ''26'': 3405, ''27'': 3550, ''28'': 3598, ''29'': 3715, ''30'': 3827, ''31'': 3934, ''32'': 4034, ''33'': 4159, ''34'': 4294, ''35'': 4470, ''36'': 4665, ''37'': 4882, ''38'': 5085, ''39'': 5272, ''40'': 5440, ''41'': 5608, ''42'': 5791, ''43'': 6015, ''44'': 6310, ''45'': 6595, ''46'': 6799, ''47'': 6982, ''48'': 7157, ''49'': 7362, ''50'': 7598}",https://www.saramin.co.kr/zf_user/company-info/view-inner-salary?csn=T1MrRzlIMG1ROUNqUFlwRjdtekh1QT09,2025-09-14 18:42:53.837962+00
(주)페이앤스토어,6590,3440,8512,9.63,"매우
낮음",4894,2837,6803,6011,3344,7775,6590,3440,8512,4893,5140,5292,4223,0.05,3797,4221,4223,2970856,3745,3544,3946,3960,3756,4165,4271,3867,4675,5076,4705,5446,5966,5445,6487,6988,6521,7454,8153,7490,8815,9410,8842,9978,"{''20'': 2914, ''21'': 2914, ''22'': 3276, ''23'': 3276, ''24'': 3371, ''25'': 3624, ''26'': 3811, ''27'': 4025, ''28'': 4199, ''29'': 4372, ''30'': 4548, ''31'': 4724, ''32'': 4897, ''33'': 5072, ''34'': 5262, ''35'': 5467, ''36'': 5672, ''37'': 5871, ''38'': 6073, ''39'': 6290, ''40'': 6532, ''41'': 6785, ''42'': 7030, ''43'': 7237, ''44'': 7420, ''45'': 7633, ''46'': 7835, ''47'': 8010, ''48'': 8150, ''49'': 8265, ''50'': 8342}","{''20'': 3532, ''21'': 3532, ''22'': 3532, ''23'': 3685, ''24'': 3792, ''25'': 3936, ''26'': 4212, ''27'': 4423, ''28'': 4669, ''29'': 4873, ''30'': 5071, ''31'': 5275, ''32'': 5480, ''33'': 5680, ''34'': 5885, ''35'': 6107, ''36'': 6348, ''37'': 6590, ''38'': 6830, ''39'': 7071, ''40'': 7324, ''41'': 7597, ''42'': 7881, ''43'': 8159, ''44'': 8395, ''45'': 8598, ''46'': 8830, ''47'': 9042, ''48'': 9223, ''49'': 9351, ''50'': 9456}","{''20'': 3580, ''21'': 3580, ''22'': 3771, ''23'': 3871, ''24'': 3925, ''25'': 4043, ''26'': 4194, ''27'': 4486, ''28'': 4709, ''29'': 4973, ''30'': 5201, ''31'': 5421, ''32'': 5641, ''33'': 5860, ''34'': 6074, ''35'': 6288, ''36'': 6515, ''37'': 6754, ''38'': 6990, ''39'': 7221, ''40'': 7460, ''41'': 7723, ''42'': 8016, ''43'': 8311, ''44'': 8587, ''45'': 8821, ''46'': 9036, ''47'': 9295, ''48'': 9545, ''49'': 9778, ''50'': 9988}",https://www.saramin.co.kr/zf_user/company-info/view-inner-salary?csn=MHRkcytrNDJUZVVCd1BLMnZodnIvdz09,2025-09-14 18:43:49.658994+00
위펀,4431,3464,5679,-0.58,높음,4067,3160,5810,4457,3350,5938,4431,3464,5679,4660,4853,5010,3504,2.16,3307,3430,3504,2510880,3612,3446,3777,3710,3610,3809,3757,3731,3783,3902,3764,4039,4384,4044,4723,5137,4723,5552,6102,5640,6564,6671,6494,6847,"{''20'': 3242, ''21'': 3242, ''22'': 3288, ''23'': 3407, ''24'': 3407, ''25'': 3453, ''26'': 3453, ''27'': 3520, ''28'': 3599, ''29'': 3680, ''30'': 3784, ''31'': 3912, ''32'': 4039, ''33'': 4168, ''34'': 4303, ''35'': 4464, ''36'': 4651, ''37'': 4865, ''38'': 5081, ''39'': 5297, ''40'': 5524, ''41'': 5724, ''42'': 5856, ''43'': 5912, ''44'': 5962, ''45'': 6042, ''46'': 6123, ''47'': 6201, ''48'': 6277, ''49'': 6378, ''50'': 6529}","{''20'': 3448, ''21'': 3448, ''22'': 3448, ''23'': 3617, ''24'': 3617, ''25'': 3615, ''26'': 3659, ''27'': 3659, ''28'': 3728, ''29'': 3815, ''30'': 3909, ''31'': 4025, ''32'': 4168, ''33'': 4307, ''34'': 4449, ''35'': 4591, ''36'': 4761, ''37'': 4959, ''38'': 5186, ''39'': 5416, ''40'': 5647, ''41'': 5893, ''42'': 6122, ''43'': 6289, ''44'': 6373, ''45'': 6436, ''46'': 6523, ''47'': 6610, ''48'': 6693, ''49'': 6777, ''50'': 6887}","{''20'': 3493, ''21'': 3493, ''22'': 3569, ''23'': 3753, ''24'': 3753, ''25'': 3741, ''26'': 3736, ''27'': 3779, ''28'': 3779, ''29'': 3849, ''30'': 3940, ''31'': 4040, ''32'': 4161, ''33'': 4309, ''34'': 4454, ''35'': 4597, ''36'': 4743, ''37'': 4915, ''38'': 5114, ''39'': 5343, ''40'': 5574, ''41'': 5806, ''42'': 6050, ''43'': 6271, ''44'': 6423, ''45'': 6492, ''46'': 6548, ''47'': 6635, ''48'': 6717, ''49'': 6789, ''50'': 6846}",https://www.saramin.co.kr/zf_user/company-info/view-inner-salary?csn=UVp1ZmFPdnlna0lEQVkrSTB0TUFhdz09,2025-09-14 18:44:46.9837+00
(주)오래,5085,3080,7290,8.75,"매우
낮음",4844,2874,6755,4676,2857,6761,5085,3080,7290,4893,5140,5292,3590,2.87,3599,3490,3590,2565906,3284,3120,3449,3453,3285,3621,3679,3400,3959,4262,3970,4553,4941,4562,5319,5663,5287,6038,6609,6111,7107,7771,7118,8424,"{''20'': 2948, ''21'': 2948, ''22'': 3234, ''23'': 3234, ''24'': 3324, ''25'': 3504, ''26'': 3623, ''27'': 3810, ''28'': 3980, ''29'': 4138, ''30'': 4301, ''31'': 4474, ''32'': 4636, ''33'': 4782, ''34'': 4914, ''35'': 5056, ''36'': 5209, ''37'': 5401, ''38'': 5615, ''39'': 5819, ''40'': 6005, ''41'': 6186, ''42'': 6373, ''43'': 6553, ''44'': 6765, ''45'': 7022, ''46'': 7287, ''47'': 7554, ''48'': 7801, ''49'': 8011, ''50'': 8168}","{''20'': 3034, ''21'': 3034, ''22'': 3034, ''23'': 3162, ''24'': 3262, ''25'': 3367, ''26'': 3550, ''27'': 3677, ''28'': 3873, ''29'': 4049, ''30'': 4210, ''31'': 4374, ''32'': 4550, ''33'': 4712, ''34'': 4857, ''35'': 4989, ''36'': 5132, ''37'': 5284, ''38'': 5480, ''39'': 5702, ''40'': 5917, ''41'': 6113, ''42'': 6302, ''43'': 6491, ''44'': 6667, ''45'': 6876, ''46'': 7129, ''47'': 7383, ''48'': 7639, ''49'': 7880, ''50'': 8088}","{''20'': 3156, ''21'': 3156, ''22'': 3276, ''23'': 3402, ''24'': 3433, ''25'': 3520, ''26'': 3635, ''27'': 3838, ''28'': 3973, ''29'': 4179, ''30'': 4364, ''31'': 4532, ''32'': 4699, ''33'': 4877, ''34'': 5038, ''35'': 5184, ''36'': 5316, ''37'': 5464, ''38'': 5627, ''39'': 5835, ''40'': 6073, ''41'': 6303, ''42'': 6518, ''43'': 6723, ''44'': 6928, ''45'': 7114, ''46'': 7340, ''47'': 7620, ''48'': 7906, ''49'': 8190, ''50'': 8458}",https://www.saramin.co.kr/zf_user/company-info/view-inner-salary?csn=MnBJYUZuZTdkZm9oUWRMMUpWbjlRQT09,2025-09-14 18:45:41.995933+00
(주)클로봇,6147,3303,8761,,높음,0,0,0,0,0,0,6147,3303,8761,4893,5140,5292,4078,,,,4078,2878383,3686,3462,3911,3937,3704,4169,4199,3903,4495,4748,4483,5014,5435,4980,5891,6344,5908,6779,7535,6826,8245,9368,8391,10344,"{''20'': None, ''21'': None, ''22'': None, ''23'': None, ''24'': None, ''25'': None, ''26'': None, ''27'': None, ''28'': None, ''29'': None, ''30'': None, ''31'': None, ''32'': None, ''33'': None, ''34'': None, ''35'': None, ''36'': None, ''37'': None, ''38'': None, ''39'': None, ''40'': None, ''41'': None, ''42'': None, ''43'': None, ''44'': None, ''45'': None, ''46'': None, ''47'': None, ''48'': None, ''49'': None, ''50'': None}","{''20'': None, ''21'': None, ''22'': None, ''23'': None, ''24'': None, ''25'': None, ''26'': None, ''27'': None, ''28'': None, ''29'': None, ''30'': None, ''31'': None, ''32'': None, ''33'': None, ''34'': None, ''35'': None, ''36'': None, ''37'': None, ''38'': None, ''39'': None, ''40'': None, ''41'': None, ''42'': None, ''43'': None, ''44'': None, ''45'': None, ''46'': None, ''47'': None, ''48'': None, ''49'': None, ''50'': None}","{''20'': 3499, ''21'': 3499, ''22'': 3746, ''23'': 3796, ''24'': 3893, ''25'': 4059, ''26'': 4191, ''27'': 4373, ''28'': 4482, ''29'': 4676, ''30'': 4848, ''31'': 4989, ''32'': 5139, ''33'': 5316, ''34'': 5514, ''35'': 5729, ''36'': 5927, ''37'': 6122, ''38'': 6314, ''39'': 6547, ''40'': 6811, ''41'': 7093, ''42'': 7373, ''43'': 7663, ''44'': 7973, ''45'': 8302, ''46'': 8716, ''47'': 9220, ''48'': 9682, ''49'': 10023, ''50'': 10267}",https://www.saramin.co.kr/zf_user/company-info/view-inner-salary?csn=aTc1RVBIZklBZWU4Tzk1VGFWeFFIZz09,2025-09-14 18:46:50.523922+00
스카이월드와이드,5970,3300,7519,21.46,낮음,4813,3005,6601,4915,2970,6726,5970,3300,7519,4893,5140,5292,3852,10.21,3443,3495,3852,2733260,3576,3384,3767,3773,3591,3955,3983,3748,4218,4460,4197,4723,5203,4736,5670,6065,5672,6457,7026,6505,7548,8155,7575,8734,"{''20'': 3083, ''21'': 3083, ''22'': 3213, ''23'': 3276, ''24'': 3324, ''25'': 3445, ''26'': 3518, ''27'': 3656, ''28'': 3791, ''29'': 3932, ''30'': 4087, ''31'': 4253, ''32'': 4420, ''33'': 4590, ''34'': 4745, ''35'': 4905, ''36'': 5066, ''37'': 5246, ''38'': 5430, ''39'': 5618, ''40'': 5804, ''41'': 5993, ''42'': 6176, ''43'': 6341, ''44'': 6521, ''45'': 6745, ''46'': 6966, ''47'': 7176, ''48'': 7357, ''49'': 7542, ''50'': 7742}","{''20'': 3177, ''21'': 3177, ''22'': 3177, ''23'': 3306, ''24'': 3418, ''25'': 3502, ''26'': 3632, ''27'': 3696, ''28'': 3831, ''29'': 3966, ''30'': 4112, ''31'': 4271, ''32'': 4444, ''33'': 4620, ''34'': 4796, ''35'': 4957, ''36'': 5119, ''37'': 5283, ''38'': 5467, ''39'': 5656, ''40'': 5848, ''41'': 6040, ''42'': 6234, ''43'': 6424, ''44'': 6595, ''45'': 6780, ''46'': 7009, ''47'': 7234, ''48'': 7449, ''49'': 7634, ''50'': 7827}","{''20'': 3421, ''21'': 3421, ''22'': 3591, ''23'': 3696, ''24'': 3752, ''25'': 3863, ''26'': 3965, ''27'': 4126, ''28'': 4211, ''29'': 4375, ''30'': 4541, ''31'': 4715, ''32'': 4904, ''33'': 5109, ''34'': 5308, ''35'': 5504, ''36'': 5682, ''37'': 5864, ''38'': 6047, ''39'': 6258, ''40'': 6475, ''41'': 6698, ''42'': 6921, ''43'': 7146, ''44'': 7363, ''45'': 7557, ''46'': 7772, ''47'': 8035, ''48'': 8289, ''49'': 8532, ''50'': 8745}",https://www.saramin.co.kr/zf_user/company-info/view-inner-salary?csn=V3k4NEc1ejg3bitvSVZxNTdxK0lwUT09,2025-09-14 18:47:47.375116+00
(주)디어유,6582,3422,7895,-24.06,보통,0,0,0,8667,4090,9806,6582,3422,7895,4893,5140,5292,4033,-16.88,,4852,4033,2847263,3753,3544,3962,3963,3783,4142,4174,3938,4409,4636,4393,4879,5341,4879,5803,6205,5809,6601,7235,6684,7786,8390,7734,9046,"{''20'': None, ''21'': None, ''22'': None, ''23'': None, ''24'': None, ''25'': None, ''26'': None, ''27'': None, ''28'': None, ''29'': None, ''30'': None, ''31'': None, ''32'': None, ''33'': None, ''34'': None, ''35'': None, ''36'': None, ''37'': None, ''38'': None, ''39'': None, ''40'': None, ''41'': None, ''42'': None, ''43'': None, ''44'': None, ''45'': None, ''46'': None, ''47'': None, ''48'': None, ''49'': None, ''50'': None}","{''20'': 4372, ''21'': 4372, ''22'': 4372, ''23'': 4551, ''24'': 4705, ''25'': 4832, ''26'': 5029, ''27'': 5116, ''28'': 5260, ''29'': 5385, ''30'': 5547, ''31'': 5756, ''32'': 5984, ''33'': 6223, ''34'': 6475, ''35'': 6705, ''36'': 6931, ''37'': 7152, ''38'': 7408, ''39'': 7687, ''40'': 7983, ''41'': 8282, ''42'': 8573, ''43'': 8844, ''44'': 9070, ''45'': 9327, ''46'': 9678, ''47'': 10080, ''48'': 10565, ''49'': 11079, ''50'': 11539}","{''20'': 3580, ''21'': 3580, ''22'': 3790, ''23'': 3875, ''24'': 3941, ''25'': 4058, ''26'': 4151, ''27'': 4317, ''28'': 4403, ''29'': 4560, ''30'': 4712, ''31'': 4870, ''32'': 5046, ''33'': 5234, ''34'': 5433, ''35'': 5641, ''36'': 5825, ''37'': 6003, ''38'': 6180, ''39'': 6391, ''40'': 6629, ''41'': 6889, ''42'': 7147, ''43'': 7386, ''44'': 7597, ''45'': 7764, ''46'': 7954, ''47'': 8212, ''48'': 8494, ''49'': 8807, ''50'': 9111}",https://www.saramin.co.kr/zf_user/company-info/view-inner-salary?csn=Q3ZwdklhbHRZTTNrTHBqakk2cUxXdz09,2025-09-14 18:48:43.221615+00
(주)오프리메드,7194,3535,8264,142.39,낮음,0,0,0,2968,2423,5468,7194,3535,8264,4893,5140,5292,4299,51.64,,2835,4299,3016980,3942,3706,4179,4191,3975,4408,4443,4160,4726,5033,4706,5360,5900,5376,6424,6863,6430,7296,7923,7349,8497,9121,8521,9721,"{''20'': None, ''21'': None, ''22'': None, ''23'': None, ''24'': None, ''25'': None, ''26'': None, ''27'': None, ''28'': None, ''29'': None, ''30'': None, ''31'': None, ''32'': None, ''33'': None, ''34'': None, ''35'': None, ''36'': None, ''37'': None, ''38'': None, ''39'': None, ''40'': None, ''41'': None, ''42'': None, ''43'': None, ''44'': None, ''45'': None, ''46'': None, ''47'': None, ''48'': None, ''49'': None, ''50'': None}","{''20'': 2555, ''21'': 2555, ''22'': 2555, ''23'': 2666, ''24'': 2728, ''25'': 2789, ''26'': 2913, ''27'': 2992, ''28'': 3121, ''29'': 3238, ''30'': 3358, ''31'': 3496, ''32'': 3648, ''33'': 3797, ''34'': 3945, ''35'': 4077, ''36'': 4214, ''37'': 4354, ''38'': 4510, ''39'': 4663, ''40'': 4816, ''41'': 4966, ''42'': 5118, ''43'': 5260, ''44'': 5386, ''45'': 5536, ''46'': 5717, ''47'': 5886, ''48'': 6050, ''49'': 6199, ''50'': 6348}","{''20'': 3744, ''21'': 3744, ''22'': 4008, ''23'': 4061, ''24'': 4156, ''25'': 4311, ''26'': 4423, ''27'': 4609, ''28'': 4720, ''29'': 4929, ''30'': 5137, ''31'': 5347, ''32'': 5567, ''33'': 5799, ''34'': 6018, ''35'': 6235, ''36'': 6437, ''37'': 6644, ''38'': 6848, ''39'': 7076, ''40'': 7313, ''41'': 7562, ''42'': 7809, ''43'': 8057, ''44'': 8296, ''45'': 8503, ''46'': 8722, ''47'': 8995, ''48'': 9264, ''49'': 9518, ''50'': 9726}",https://www.saramin.co.kr/zf_user/company-info/view-inner-salary?csn=OWwxTFIzRGN4eCs1NEVXQ292aEtZQT09,2025-09-14 18:49:37.912606+00
주식회사 에스티씨랩,6562,3461,7465,0.66,"매우
낮음",5571,3100,6638,6519,3458,7516,6562,3461,7465,0,0,0,4244,0.69,3777,4215,4244,2983906,3838,3613,4063,4083,3860,4306,4352,4041,4662,4947,4643,5250,5739,5258,6220,6620,6231,7009,7540,7059,8021,8524,8061,8986,"{''20'': 3180, ''21'': 3180, ''22'': 3495, ''23'': 3495, ''24'': 3587, ''25'': 3766, ''26'': 3858, ''27'': 4012, ''28'': 4161, ''29'': 4313, ''30'': 4473, ''31'': 4642, ''32'': 4809, ''33'': 4982, ''34'': 5150, ''35'': 5327, ''36'': 5498, ''37'': 5684, ''38'': 5877, ''39'': 6063, ''40'': 6238, ''41'': 6408, ''42'': 6587, ''43'': 6757, ''44'': 6936, ''45'': 7148, ''46'': 7351, ''47'': 7540, ''48'': 7692, ''49'': 7819, ''50'': 7935}","{''20'': 3699, ''21'': 3699, ''22'': 3699, ''23'': 3849, ''24'': 3994, ''25'': 4129, ''26'': 4335, ''27'': 4453, ''28'': 4648, ''29'': 4835, ''30'': 5020, ''31'': 5209, ''32'': 5413, ''33'': 5614, ''34'': 5820, ''35'': 6014, ''36'': 6210, ''37'': 6398, ''38'': 6602, ''39'': 6814, ''40'': 7030, ''41'': 7239, ''42'': 7437, ''43'': 7631, ''44'': 7815, ''45'': 8012, ''46'': 8246, ''47'': 8467, ''48'': 8668, ''49'': 8829, ''50'': 8971}","{''20'': 3650, ''21'': 3650, ''22'': 3894, ''23'': 3956, ''24'': 4042, ''25'': 4196, ''26'': 4330, ''27'': 4538, ''28'': 4654, ''29'': 4852, ''30'': 5045, ''31'': 5237, ''32'': 5433, ''33'': 5641, ''34'': 5844, ''35'': 6048, ''36'': 6235, ''37'': 6425, ''38'': 6609, ''39'': 6811, ''40'': 7023, ''41'': 7241, ''42'': 7452, ''43'': 7652, ''44'': 7846, ''45'': 8028, ''46'': 8218, ''47'': 8444, ''48'': 8653, ''49'': 8833, ''50'': 8968}",https://www.saramin.co.kr/zf_user/company-info/view-inner-salary?csn=bzhiRWZ0Mm56VzQ2V1I1dUFzdGx5dz09,2025-09-14 18:50:37.093535+00
